Algorithm,ARI,NMI,MSE,Runtime(s)
MS Clustering,0.5794280568917274,0.6872390046757039,10.242391437745184,0.33283019065856934
DP-GRAMS-C,0.6108349410009544,0.7269018246712127,554.2281995243577,0.17057514190673828
KMeans,0.6694496781747482,0.7465637201685937,3.916974085068317,0.06695723533630371
DP-KMeans,1.5175873420400184e-06,0.005509912080656383,2247.6980722703925,0.3682267665863037
