n_samples,Eps_modes,Algorithm,ARI,Std_ARI,NMI,Std_NMI,MSE,Std_MSE,Mean_Runtime(s),Std_Runtime(s)
700,0.1,DP-GRAMS-C,0.294921015453371,0.1850359686305896,0.43773696251267635,0.19535942007473195,25.886051163959458,8.352122803137457,0.012940669059753418,0.003110193078679444
700,0.1,DP-KMeans,0.49748511989305183,0.15289531565829848,0.6419871659938856,0.12432218367035205,1.6612568204400353,0.7190879584447109,0.006897270679473877,0.00044789559581969314
700,0.2,DP-GRAMS-C,0.45178518493338665,0.16189930242888056,0.6317834530335231,0.11616789576659005,5.291655015122805,2.276001707080386,0.01160835027694702,4.907799885765692e-05
700,0.2,DP-KMeans,0.5611765361969694,0.14961814383226285,0.7013630804473061,0.10041945895726409,1.3939619527360367,0.5774661383165429,0.006659567356109619,0.000623239044614886
700,0.5,DP-GRAMS-C,0.8323613229702754,0.10746717216428141,0.8613695768163565,0.0642436380659296,0.25075013528342416,0.42666055272520276,0.011616039276123046,6.905832857588384e-05
700,0.5,DP-KMeans,0.637088638185401,0.14250410741141503,0.7413005167778148,0.09238317357629262,0.9836335943052408,0.581754864459659,0.006508958339691162,0.0005343275091549469
700,1.0,DP-GRAMS-C,0.9395904773770931,0.02808770008345563,0.9288559822649886,0.02026002674962685,0.024307092897597336,0.018754493946543754,0.011540389060974121,4.313770349221528e-05
700,1.0,DP-KMeans,0.7003774639237619,0.1716246017998461,0.787843334270112,0.10088549800941751,0.730278592653953,0.6745968987823358,0.00653456449508667,0.0005706867599140704
700,5.0,DP-GRAMS-C,0.9564598651981523,0.004912343415486082,0.9406012407059444,0.005419056328618937,0.0030063047748623848,0.0018261220427864947,0.01172729730606079,0.00015267327930676498
700,5.0,DP-KMeans,0.7637889321950495,0.16812755949226033,0.8238390662900061,0.09815088231394216,0.5424361081410105,0.6069112655904988,0.011633658409118652,0.0011794533787897693
1000,0.1,DP-GRAMS-C,0.3232924364100723,0.16278245607464364,0.48561762977800627,0.14908613202711746,25.546794241356473,9.810159885272391,0.018262875080108643,6.282082397283423e-05
1000,0.1,DP-KMeans,0.5452083543902341,0.12675852617942246,0.6708288729501922,0.10700479239164414,2.121284255418052,1.2760106924407226,0.007357633113861084,0.0003566899656060907
1000,0.2,DP-GRAMS-C,0.5691483132126693,0.11080554934408954,0.6888749815599087,0.09043529942102681,5.610574264972232,4.147479056155999,0.018030762672424316,0.00020918806485911536
1000,0.2,DP-KMeans,0.5318167939336808,0.1193773972405107,0.655880021970621,0.11315580123091289,1.465641041760668,0.6428459515608582,0.007285392284393311,0.0003893633023120139
1000,0.5,DP-GRAMS-C,0.7776282619715918,0.08839687957870805,0.8293388137150298,0.050728907205131284,0.16132367695157332,0.18262574726990138,0.01812645196914673,4.6296991254792284e-05
1000,0.5,DP-KMeans,0.610317076440803,0.11498713256659279,0.7160477487845744,0.09778904987588347,1.1789056908879463,0.9083301301277952,0.007206547260284424,0.0003748372483519803
1000,1.0,DP-GRAMS-C,0.8867064943272529,0.017303286534595386,0.8867114414231787,0.011354326410045277,0.02009359870020317,0.014593056382123883,0.018110442161560058,5.716145656545431e-05
1000,1.0,DP-KMeans,0.6791454811194524,0.07378923958718057,0.7740258862971473,0.059690510533804565,0.7307736676254687,0.5287118343682664,0.007006263732910157,0.00035686503080660455
1000,5.0,DP-GRAMS-C,0.8859897336915143,0.007145237564685859,0.8861896708191488,0.004313326128213403,0.005532084362224749,0.0024146868302920366,0.018229222297668456,0.0003147114967788759
1000,5.0,DP-KMeans,0.7670927722963884,0.10137399588891918,0.8308313200384096,0.049593036545986284,0.3751675370352311,0.46804687307530507,0.017950892448425293,0.0008193158075479716
2000,0.1,DP-GRAMS-C,0.5159187163376727,0.19660453777715203,0.64870630520741,0.18715355878559048,6.172167062925237,2.899167572879965,0.050653064250946046,0.00023401838138675275
2000,0.1,DP-KMeans,0.4713324698161225,0.14668784860391731,0.6112439088121302,0.12813421792911367,1.6711632600386754,0.6968201164675428,0.008272171020507812,0.00041595589937394004
2000,0.2,DP-GRAMS-C,0.6858082040452931,0.025948734819820404,0.7780060041201424,0.034141378655101196,0.4758167838955738,0.4807972642469852,0.05279817581176758,0.0034870064400075525
2000,0.2,DP-KMeans,0.5992864487550774,0.09317135743300786,0.7093877916833787,0.09730601878540467,1.2392979825873942,0.5191436641899883,0.00808572769165039,0.00031609219491063003
2000,0.5,DP-GRAMS-C,0.7009880559148509,0.02511857086108364,0.7761507554630841,0.010282175573417237,0.09094592267223753,0.19511733101662695,0.05136556625366211,0.0004032340675121173
2000,0.5,DP-KMeans,0.6815428763642062,0.029714325316549682,0.796399173697334,0.04077592386378911,0.6795393172201347,0.4702674457973473,0.007900595664978027,0.0002061710754892711
2000,1.0,DP-GRAMS-C,0.7064773033143611,0.022756209065160887,0.7766587060259258,0.010306588538371114,0.056025676890896645,0.18547754080642914,0.05154099464416504,0.00149601890615162
2000,1.0,DP-KMeans,0.6819167376318152,0.06792513679826845,0.7876500704517841,0.06142782905898124,0.5179709973771152,0.6168187118209029,0.007743287086486817,0.00017772438150985792
2000,5.0,DP-GRAMS-C,0.7021669181122798,0.029986605692655287,0.7767835698788108,0.01295437632179257,0.10228275364318269,0.28680093230826,0.05054295063018799,0.00010553376679424187
2000,5.0,DP-KMeans,0.6865892700023473,0.027225731190853437,0.7964265718590046,0.02523304310663372,0.5117175405943234,0.5428490377255702,0.02299184799194336,9.772277034218195e-05
5000,0.1,DP-GRAMS-C,0.9975088268061703,0.004089504365376171,0.9960233816308561,0.005212631184286372,0.030869953426547365,0.011769522991577139,0.21938297748565674,0.0024267939634855288
5000,0.1,DP-KMeans,0.7304819789070472,0.12309649240610145,0.8311938217517658,0.07719036082653764,1.1020264951355394,0.47991812415086677,0.010021746158599854,0.00019219356559939865
5000,0.2,DP-GRAMS-C,0.9993600000597948,0.00032798435660495934,0.9986261369806337,0.0006197285078662398,0.010481046224691658,0.004978411790980581,0.2206753373146057,0.004636809838706141
5000,0.2,DP-KMeans,0.8102070889678477,0.1614843295625801,0.8783775801871325,0.0989992503718472,0.5198527596865338,0.4226766808605889,0.009966552257537842,0.00024017230922439439
5000,0.5,DP-GRAMS-C,0.9994665599288661,0.0,0.9988269592056513,0.0,0.0019591327746611266,0.0009497299345227787,0.22299939393997192,0.0035441528677351082
5000,0.5,DP-KMeans,0.9085448261239899,0.13284813101058765,0.9386816603669288,0.08342355857921928,0.28096978145582463,0.42801526541045315,0.014200353622436523,0.0005163030994736941
5000,1.0,DP-GRAMS-C,0.9994665599288661,0.0,0.9988269592056513,0.0,0.0005486721672178038,0.0002744524003944551,0.22211122512817383,0.00256947168460785
5000,1.0,DP-KMeans,0.9332972456235025,0.10796784554829635,0.9525190103495103,0.06759732467588109,0.2388397587173921,0.36741805418628753,0.026052367687225342,0.00030922704894128855
5000,5.0,DP-GRAMS-C,0.9994665599288661,0.0,0.9988269592056513,0.0,0.00014167641573127797,7.978624036805342e-05,0.2235203742980957,0.0017316960788087683
5000,5.0,DP-KMeans,0.9457726939536393,0.13119597510530379,0.9693268944360446,0.07206712171405259,0.13554763239550227,0.325214288551685,0.030090141296386718,0.000267095738910779
