Algorithm,ARI,NMI,MSE,Runtime(s)
MS Clustering,0.8942986602884794,0.8712717660568449,0.0989242016206574,0.05246281623840332
DP-GRAMS-C,0.8606121528053483,0.8594309503795398,0.04218412396631816,0.04697394371032715
KMeans,0.9019295924528636,0.8801812742978415,0.0002956769207763255,0.04891085624694824
DP-KMeans,0.5524570763572735,0.6487874231073918,0.4507115380155441,0.00879216194152832
