n_samples,MS_mean,MS_se,DP_mean,DP_se,MS_time_mean,MS_time_se,DP_time_mean,DP_time_se
700,0.008972261073189542,0.0004287425695910698,0.21029845321027696,0.0272351058346602,0.009784014569595456,8.883870884406067e-05,0.004714762512594462,0.00016113769282750652
1000,0.0059195082984772225,0.00011046843841242323,0.10345763152192873,0.012461763544915235,0.01790921059437096,0.00011673963326737709,0.007216345868073404,0.00017999968327914425
2000,0.0061094826820690075,9.062218734027218e-05,0.04461231227290461,0.005329450443034782,0.07102456472348422,0.0002365282922883603,0.01439757711486891,0.0002764751238113281
5000,0.0019469622262262762,2.4552940847913326e-06,0.010961162981120749,0.0011437650472445533,0.46071330211125316,0.002064996460076727,0.0746226916089654,0.0012438657521399177
