Algorithm,ARI,NMI,MSE,Runtime(s)
MS Clustering,-0.00045084758666275786,0.0001556364581094766,0.31885943561873414,0.04644775390625
DP-GRAMS-C,-0.00041045504014626733,0.0001850236852281202,0.013217081778975568,0.04228091239929199
KMeans,-0.0006230529410160825,3.2062066249771394e-05,0.7275841837814708,0.0407109260559082
DP-KMeans,-0.0006515448738744461,1.1541619024935667e-05,1.0295283794539847,0.010649681091308594
