Algorithm,ARI,NMI,MSE,Runtime(s)
MS Clustering,-0.0007426028769512804,0.00018546380853931427,0.3303220174143538,0.021015167236328125
DP-GRAMS-C,0.03092460574780985,0.03225619407419285,1.6879903779483922,0.026269197463989258
KMeans,-0.0009018997959843695,7.213634697746118e-05,0.7236409183163459,0.03707385063171387
DP-KMeans,0.00029800320060054667,0.0009385221755249058,0.702116470694309,0.0066831111907958984
