x1,x2,prob
3.304717079754431,1.9600158937595045,0.09341117597998332
3.7504511958064572,3.940564716391214,0.10258548790658882
1.0489648113461636,1.697820493137682,0.03419516263552961
3.1278404031672853,2.683757407656418,0.14929107589658047
2.983198842495711,2.14695607242642,0.11759799833194329
3.8793979748628287,3.777791935428948,0.10175145954962468
3.066030697561216,4.127241206968033,0.10508757297748124
3.4675093422520455,2.1407075371167616,0.10592160133444536
3.368750784082499,2.041117399171001,0.097581317764804
3.8784503013072724,2.950074089013747,0.11843202668890743
2.8151376364547396,2.3190704555960586,0.1317764804003336
4.222541338674031,2.8454705179311977,0.0884070058381985
2.5716721778368927,2.6478664495117705,0.14428690575479566
3.532309185553349,3.365444064364078,0.13844870725604672
3.412732611595988,3.4308210030078827,0.13761467889908258
5.141647600870462,2.5935849836153846,0.0316930775646372
2.4877572709284625,2.1862272717521223,0.11759799833194329
3.6159794225754958,4.128972292720892,0.09591326105087573
2.886052542345125,2.159843523037472,0.12093411175979983
2.1755187843087604,3.650592787824701,0.097581317764804
3.7432541712034424,3.543154268305195,0.12010008340283569
2.3344902927113056,3.2321613230667197,0.12176814011676397
3.116685809140728,3.218688596729013,0.14762301918265222
3.8714287779481897,3.223595548774682,0.11259382819015847
3.678913563071895,3.0675790694888914,0.12760633861551293
3.289119398689984,3.6312882258385404,0.1292743953294412
1.5428441801443336,2.6803287836426986,0.07756463719766472
2.5296273457072047,2.361122151756658,0.12343619683069225
2.7248577487733163,4.494941311234395,0.07589658048373644
2.1341688843067566,3.968278354591481,0.0817347789824854
1.3171302283841952,2.6651149700142254,0.06255212677231026
3.1627530651050058,3.586222331359278,0.13261050875729774
3.711226579792855,3.793347235199925,0.1134278565471226
2.6512749277515626,2.5376482073354327,0.14428690575479566
3.857975881257154,2.808695675118385,0.11843202668890743
1.7243136766620781,1.8667127859965194,0.061718098415346125
2.0805477139983886,3.497160744053764,0.09674728940783987
3.142425736070565,3.6904853540677682,0.12844036697247707
2.5727473536634657,3.1585396910767143,0.13928273561301086
3.625590393967337,2.6906534602797616,0.12510425354462051
3.4567752375574115,2.3380740589333486,0.12343619683069225
2.6369461534349283,2.618262106001671,0.14678899082568808
1.8041603544109603,3.4869724807855818,0.08006672226855713
2.530597659797276,3.0124941187276875,0.1409507923269391
3.480746658905909,3.446531176029944,0.13761467889908258
