n_samples,MS_mean,MS_se,DP_mean,DP_se,MS_time_mean,MS_time_se,DP_time_mean,DP_time_se
700,0.004513602439029785,4.4141110680666546e-05,0.13646219221989725,0.011289059847443335,0.009496666700579226,2.4866805034451897e-05,0.010401245835237206,0.00010319704172921859
1000,0.011826903243663894,0.0001666298164614983,0.07395495963150088,0.00596716787276496,0.01752106877975166,5.178697383329057e-05,0.015361777017824351,0.00011651477162841324
2000,0.003303050391592605,1.516763097976196e-05,0.02652024120034178,0.0029902214636892397,0.06987107296008617,6.373314762480346e-05,0.039575804211199286,0.0003371667505093022
5000,0.0029229122231214824,1.6895521744933393e-05,0.01171153478751819,0.0012933951474325795,0.4453498935792595,0.0013131360592387761,0.1430716688046232,0.0008792108255067428
