Algorithm,Eps_modes,Run,Seed,ARI,NMI,Silhouette,MSE,Runtime_s,timestamp
DP-GRAMS-C,0.5,7,48,0.45001638230941715,0.5499427942086503,0.086909294,29.95338114335168,647.0942993164062,2025-11-11 12:36:31
DP-GRAMS-C,0.5,5,46,0.36786653369334876,0.50710840860119,0.07782053,46.69460717170874,652.3283038139343,2025-11-11 12:36:37
DP-GRAMS-C,0.5,4,45,0.44072258045629453,0.5435125916708053,0.07947801,26.26867108359115,658.9044127464294,2025-11-11 12:36:41
DP-GRAMS-C,0.5,2,43,0.37005901723640877,0.5182126562374375,0.07817825,52.60008304617897,658.7768728733063,2025-11-11 12:36:42
DP-GRAMS-C,0.5,0,41,0.4231307942069039,0.5452450795734997,0.07566819,40.50076574545024,658.9573240280151,2025-11-11 12:36:42
DP-GRAMS-C,0.5,6,47,0.36567771681993,0.5215768965002451,0.07566751,71.09387448172527,655.7036299705505,2025-11-11 12:36:42
DP-GRAMS-C,0.5,3,44,0.41326515645020034,0.5494382206386186,0.07983597,41.7888893184621,659.3166332244873,2025-11-11 12:36:44
DP-GRAMS-C,0.5,8,49,0.4050739874154466,0.5484089860137227,0.07637529,56.52646515028141,677.8281898498535,2025-11-11 12:49:36
DP-GRAMS-C,0.5,9,50,0.37997560714961587,0.5243185612272577,0.07772308,49.87245458805229,683.5408010482788,2025-11-11 12:50:04
DP-GRAMS-C,0.5,12,53,0.44959382666904246,0.5542688058113966,0.07726501,40.586257384505124,682.6102237701416,2025-11-11 12:50:14
DP-GRAMS-C,0.5,10,51,0.4577447669452043,0.5706865802743615,0.080852665,40.69312000319962,690.8760299682617,2025-11-11 12:50:21
DP-GRAMS-C,0.5,14,55,0.3728220252656354,0.5089176166647053,0.07203953,60.49177884996959,685.652147769928,2025-11-11 12:50:21
DP-GRAMS-C,0.5,15,56,0.43479622780999394,0.5607692634752467,0.07790821,35.60335299107791,688.0888760089874,2025-11-11 12:50:23
DP-GRAMS-C,0.5,11,52,0.43857908210544344,0.5606832045279182,0.07648295,36.44005445432108,695.9891531467438,2025-11-11 12:50:25
DP-GRAMS-C,0.5,13,54,0.3913915268130797,0.5185469987557454,0.07864686,44.52877951124979,698.5093548297882,2025-11-11 12:50:25
DP-GRAMS-C,0.5,16,57,0.37056892545078773,0.5207374562702725,0.07969183,68.72338357304845,391.07437920570374,2025-11-11 12:57:01
DP-GRAMS-C,0.5,17,58,0.40087718310377163,0.53981942018505,0.0783874,59.319180738587946,375.8187770843506,2025-11-11 12:57:13
DP-GRAMS-C,0.5,18,59,0.4483980379671835,0.567220280000834,0.07812183,36.35705392589503,372.01926708221436,2025-11-11 12:57:18
DP-GRAMS-C,0.5,19,60,0.3898835540629127,0.5189415953581027,0.07781981,44.02214039800894,368.6797652244568,2025-11-11 12:57:20
DP-GRAMS-C,1,1,42,0.3995371632595625,0.5189782719211837,0.08140697,34.022170838965124,832.1983258724213,2025-11-11 13:19:18
DP-GRAMS-C,1,2,43,0.37005901723640877,0.5182126562374375,0.07817825,52.60008304617897,831.6011281013489,2025-11-11 13:19:18
DP-GRAMS-C,1,4,45,0.44072258045629453,0.5435125916708053,0.07947801,26.26867108359115,835.7003321647644,2025-11-11 13:19:20
DP-GRAMS-C,1,0,41,0.4231307942069039,0.5452450795734997,0.07566819,40.50076574545024,834.9469571113586,2025-11-11 13:19:20
DP-GRAMS-C,1,6,47,0.36567771681993,0.5215768965002451,0.07566751,71.09387448172527,834.8617451190948,2025-11-11 13:19:20
DP-GRAMS-C,1,3,44,0.41326515645020034,0.5494382206386186,0.07983597,41.7888893184621,836.3265008926392,2025-11-11 13:19:21
DP-GRAMS-C,1,7,48,0.45001638230941715,0.5499427942086503,0.086909294,29.95338114335168,840.3770380020142,2025-11-11 13:19:25
DP-GRAMS-C,1,5,46,0.36786653369334876,0.50710840860119,0.07782053,46.69460717170874,851.3668632507324,2025-11-11 13:19:39
DP-GRAMS-C,1,10,51,0.4577447669452043,0.5706865802743615,0.080852665,40.69312000319962,631.4329190254211,2025-11-11 13:32:09
DP-GRAMS-C,1,13,54,0.3913915268130797,0.5185469987557454,0.07864686,44.52877951124979,630.3328421115875,2025-11-11 13:32:12
DP-GRAMS-C,1,14,55,0.3728220252656354,0.5089176166647053,0.07203953,60.49177884996959,626.4679338932037,2025-11-11 13:32:14
DP-GRAMS-C,1,12,53,0.44959382666904246,0.5542688058113966,0.07726501,40.586257384505124,637.3312389850616,2025-11-11 13:32:20
DP-GRAMS-C,1,11,52,0.43857908210544344,0.5606832045279182,0.07648295,36.44005445432108,637.6734809875488,2025-11-11 13:32:22
DP-GRAMS-C,1,9,50,0.37997560714961587,0.5243185612272577,0.07772308,49.87245458805229,640.03577709198,2025-11-11 13:32:23
DP-GRAMS-C,1,8,49,0.4050739874154466,0.5484089860137227,0.07637529,56.52646515028141,640.3646292686462,2025-11-11 13:32:25
DP-GRAMS-C,1,15,56,0.43479622780999394,0.5607692634752467,0.07790821,35.60335299107791,639.7467858791351,2025-11-11 13:32:33
DP-GRAMS-C,1,16,57,0.37056892545078773,0.5207374562702725,0.07969183,68.72338357304845,330.96725606918335,2025-11-11 13:38:25
DP-GRAMS-C,1,17,58,0.40087718310377163,0.53981942018505,0.0783874,59.319180738587946,329.26731276512146,2025-11-11 13:38:25
DP-GRAMS-C,1,18,59,0.4483980379671835,0.567220280000834,0.07812183,36.35705392589503,328.29359793663025,2025-11-11 13:38:27
DP-GRAMS-C,1,19,60,0.3898835540629127,0.5189415953581027,0.07781981,44.02214039800894,326.19548416137695,2025-11-11 13:38:29
DP-GRAMS-C,2,0,41,0.4231307942069039,0.5452450795734997,0.07566819,40.50076574545024,632.2773680686951,2025-11-11 13:55:27
DP-GRAMS-C,2,3,44,0.41326515645020034,0.5494382206386186,0.07983597,41.7888893184621,626.3537878990173,2025-11-11 13:55:27
DP-GRAMS-C,2,7,48,0.45001638230941715,0.5499427942086503,0.086909294,29.95338114335168,634.0117099285126,2025-11-11 13:55:30
DP-GRAMS-C,2,4,45,0.44072258045629453,0.5435125916708053,0.07947801,26.26867108359115,630.0266790390015,2025-11-11 13:55:34
DP-GRAMS-C,2,6,47,0.36567771681993,0.5215768965002451,0.07566751,71.09387448172527,631.5645270347595,2025-11-11 13:55:35
DP-GRAMS-C,2,1,42,0.3995371632595625,0.5189782719211837,0.08140697,34.022170838965124,636.4208600521088,2025-11-11 13:55:37
DP-GRAMS-C,2,5,46,0.36786653369334876,0.50710840860119,0.07782053,46.69460717170874,642.2743439674377,2025-11-11 13:55:38
DP-GRAMS-C,2,2,43,0.37005901723640877,0.5182126562374375,0.07817825,52.60008304617897,636.2925016880035,2025-11-11 13:55:42
DP-GRAMS-C,2,8,49,0.4050739874154466,0.5484089860137227,0.07637529,56.52646515028141,619.7338230609894,2025-11-11 14:07:48
DP-GRAMS-C,2,9,50,0.37997560714961587,0.5243185612272577,0.07772308,49.87245458805229,623.8180150985718,2025-11-11 14:07:55
DP-GRAMS-C,2,12,53,0.44959382666904246,0.5542688058113966,0.07726501,40.586257384505124,619.698949098587,2025-11-11 14:07:58
DP-GRAMS-C,2,13,54,0.3913915268130797,0.5185469987557454,0.07864686,44.52877951124979,615.8665480613708,2025-11-11 14:07:58
DP-GRAMS-C,2,10,51,0.4577447669452043,0.5706865802743615,0.080852665,40.69312000319962,625.8483471870422,2025-11-11 14:08:00
DP-GRAMS-C,2,15,56,0.43479622780999394,0.5607692634752467,0.07790821,35.60335299107791,616.5866432189941,2025-11-11 14:08:00
DP-GRAMS-C,2,11,52,0.43857908210544344,0.5606832045279182,0.07648295,36.44005445432108,621.1955330371857,2025-11-11 14:08:00
DP-GRAMS-C,2,14,55,0.3728220252656354,0.5089176166647053,0.07203953,60.49177884996959,620.7902450561523,2025-11-11 14:08:00
DP-GRAMS-C,2,16,57,0.37056892545078773,0.5207374562702725,0.07969183,68.72338357304845,334.0684862136841,2025-11-11 14:14:08
DP-GRAMS-C,2,19,60,0.3898835540629127,0.5189415953581027,0.07781981,44.02214039800894,326.1368169784546,2025-11-11 14:14:10
DP-GRAMS-C,2,17,58,0.40087718310377163,0.53981942018505,0.0783874,59.319180738587946,329.03208231925964,2025-11-11 14:14:11
DP-GRAMS-C,2,18,59,0.4483980379671835,0.567220280000834,0.07812183,36.35705392589503,327.5530502796173,2025-11-11 14:14:12
DP-GRAMS-C,5,4,45,0.44072258045629453,0.5435125916708053,0.07947801,26.26867108359115,730.1774249076843,2025-11-11 14:33:08
DP-GRAMS-C,5,0,41,0.4231307942069039,0.5452450795734997,0.07566819,40.50076574545024,729.404748916626,2025-11-11 14:33:09
DP-GRAMS-C,5,1,42,0.3995371632595625,0.5189782719211837,0.08140697,34.022170838965124,729.5807890892029,2025-11-11 14:33:09
DP-GRAMS-C,5,2,43,0.37005901723640877,0.5182126562374375,0.07817825,52.60008304617897,729.5539791584015,2025-11-11 14:33:10
DP-GRAMS-C,5,7,48,0.45001638230941715,0.5499427942086503,0.086909294,29.95338114335168,734.0764589309692,2025-11-11 14:33:12
DP-GRAMS-C,5,3,44,0.41326515645020034,0.5494382206386186,0.07983597,41.7888893184621,733.9392030239105,2025-11-11 14:33:13
DP-GRAMS-C,5,6,47,0.36567771681993,0.5215768965002451,0.07566751,71.09387448172527,738.1574130058289,2025-11-11 14:33:16
DP-GRAMS-C,5,5,46,0.36786653369334876,0.50710840860119,0.07782053,46.69460717170874,742.021378993988,2025-11-11 14:33:22
DP-GRAMS-C,5,8,49,0.4050739874154466,0.5484089860137227,0.07637529,56.52646515028141,633.4267120361328,2025-11-11 14:45:53
DP-GRAMS-C,5,12,53,0.44959382666904246,0.5542688058113966,0.07726501,40.586257384505124,629.4126040935516,2025-11-11 14:45:53
DP-GRAMS-C,5,13,54,0.3913915268130797,0.5185469987557454,0.07864686,44.52877951124979,628.2642817497253,2025-11-11 14:45:53
DP-GRAMS-C,5,9,50,0.37997560714961587,0.5243185612272577,0.07772308,49.87245458805229,635.8179109096527,2025-11-11 14:45:55
DP-GRAMS-C,5,10,51,0.4577447669452043,0.5706865802743615,0.080852665,40.69312000319962,635.5445897579193,2025-11-11 14:45:55
DP-GRAMS-C,5,11,52,0.43857908210544344,0.5606832045279182,0.07648295,36.44005445432108,640.1835689544678,2025-11-11 14:46:04
DP-GRAMS-C,5,14,55,0.3728220252656354,0.5089176166647053,0.07203953,60.49177884996959,638.9759149551392,2025-11-11 14:46:06
DP-GRAMS-C,5,15,56,0.43479622780999394,0.5607692634752467,0.07790821,35.60335299107791,637.430469751358,2025-11-11 14:46:08
DP-GRAMS-C,5,16,57,0.37056892545078773,0.5207374562702725,0.07969183,68.72338357304845,338.10578083992004,2025-11-11 14:52:16
DP-GRAMS-C,5,19,60,0.3898835540629127,0.5189415953581027,0.07781981,44.02214039800894,334.83183908462524,2025-11-11 14:52:17
DP-GRAMS-C,5,18,59,0.4483980379671835,0.567220280000834,0.07812183,36.35705392589503,339.71148800849915,2025-11-11 14:52:19
DP-GRAMS-C,5,17,58,0.40087718310377163,0.53981942018505,0.0783874,59.319180738587946,339.91211009025574,2025-11-11 14:52:19
DP-GRAMS-C,10,0,41,0.4231307942069039,0.5452450795734997,0.07566819,40.50076574545024,628.1482591629028,2025-11-11 15:09:24
DP-GRAMS-C,10,7,48,0.45001638230941715,0.5499427942086503,0.086909294,29.95338114335168,629.5301477909088,2025-11-11 15:09:24
DP-GRAMS-C,10,4,45,0.44072258045629453,0.5435125916708053,0.07947801,26.26867108359115,633.9581739902496,2025-11-11 15:09:30
DP-GRAMS-C,10,2,43,0.37005901723640877,0.5182126562374375,0.07817825,52.60008304617897,632.3786907196045,2025-11-11 15:09:31
DP-GRAMS-C,10,1,42,0.3995371632595625,0.5189782719211837,0.08140697,34.022170838965124,636.1304082870483,2025-11-11 15:09:34
DP-GRAMS-C,10,5,46,0.36786653369334876,0.50710840860119,0.07782053,46.69460717170874,638.4387981891632,2025-11-11 15:09:36
DP-GRAMS-C,10,3,44,0.41326515645020034,0.5494382206386186,0.07983597,41.7888893184621,635.7392749786377,2025-11-11 15:09:38
DP-GRAMS-C,10,6,47,0.36567771681993,0.5215768965002451,0.07566751,71.09387448172527,648.4508957862854,2025-11-11 15:09:47
DP-GRAMS-C,10,10,51,0.4577447669452043,0.5706865802743615,0.080852665,40.69312000319962,599.1029531955719,2025-11-11 15:21:15
DP-GRAMS-C,10,9,50,0.37997560714961587,0.5243185612272577,0.07772308,49.87245458805229,605.1656091213226,2025-11-11 15:21:18
DP-GRAMS-C,10,8,49,0.4050739874154466,0.5484089860137227,0.07637529,56.52646515028141,609.1885492801666,2025-11-11 15:21:21
DP-GRAMS-C,10,11,52,0.43857908210544344,0.5606832045279182,0.07648295,36.44005445432108,609.0476570129395,2025-11-11 15:21:28
DP-GRAMS-C,10,14,55,0.3728220252656354,0.5089176166647053,0.07203953,60.49177884996959,598.4216072559357,2025-11-11 15:21:28
DP-GRAMS-C,10,12,53,0.44959382666904246,0.5542688058113966,0.07726501,40.586257384505124,606.968132019043,2025-11-11 15:21:29
DP-GRAMS-C,10,13,54,0.3913915268130797,0.5185469987557454,0.07864686,44.52877951124979,610.5452392101288,2025-11-11 15:21:34
DP-GRAMS-C,10,15,56,0.43479622780999394,0.5607692634752467,0.07790821,35.60335299107791,620.1521911621094,2025-11-11 15:21:42
DP-GRAMS-C,10,16,57,0.37056892545078773,0.5207374562702725,0.07969183,68.72338357304845,339.2412610054016,2025-11-11 15:27:38
DP-GRAMS-C,10,18,59,0.4483980379671835,0.567220280000834,0.07812183,36.35705392589503,333.03588104248047,2025-11-11 15:27:39
DP-GRAMS-C,10,19,60,0.3898835540629127,0.5189415953581027,0.07781981,44.02214039800894,329.4064528942108,2025-11-11 15:27:42
DP-GRAMS-C,10,17,58,0.40087718310377163,0.53981942018505,0.0783874,59.319180738587946,344.8468322753906,2025-11-11 15:27:45
