Algorithm,ARI,NMI,MSE,Runtime(s)
MS Clustering,0.5794280568917274,0.6872390046757039,10.242391437745184,0.31240296363830566
DP-GRAMS-C,0.6017588819220709,0.7050358119450513,395.2919007763618,0.09710216522216797
KMeans,0.6694496781747482,0.7465637201685937,3.9169740850683175,0.08023500442504883
DP-KMeans,1.5175873420400184e-06,0.005509912080656383,2247.6980722703925,0.34912681579589844
