Algorithm,ARI,NMI,MSE,Runtime(s)
MS Clustering,0.6443499394680392,0.7389162432524755,2612.0741413278233,0.12076687812805176
DP-GRAMS-C,0.7108646481825971,0.8229979863341037,1389.853164480692,0.04200339317321777
KMeans,0.7969795067048849,0.8577921445029066,191.89028554185248,0.09941816329956055
DP-KMeans,-0.0012540227589323254,0.0060719898752993615,40346.32753721783,0.13539409637451172
