n,epsilon,DP_MSE_mean,DP_MSE_se,MS_MSE_mean,MS_MSE_se,DP_time_mean,DP_time_se,MS_time_mean,MS_time_se
700,0.1,1.5288467985745684,0.20047007059282246,0.004513602439029785,4.4141110680666546e-05,0.013377006235532462,3.7386353894274295e-05,0.009683068655431271,2.6495349771750164e-05
700,0.2,0.9070914756955204,0.13460404137457427,0.004513602439029785,4.4141110680666546e-05,0.013256666611414402,4.530255168271314e-05,0.009683068655431271,2.6495349771750164e-05
700,0.5,0.37039812018570983,0.03701263467564577,0.004513602439029785,4.4141110680666546e-05,0.013089495792519302,6.760001258846486e-05,0.009683068655431271,2.6495349771750164e-05
700,1,0.09292688523016755,0.010273020925997455,0.004513602439029785,4.4141110680666546e-05,0.013353502214886247,0.00011326834021230969,0.009683068655431271,2.6495349771750164e-05
700,5,0.013413749512843586,0.0012991272567523925,0.004513602439029785,4.4141110680666546e-05,0.013530120928771793,0.00019545665278607793,0.009683068655431271,2.6495349771750164e-05
1000,0.1,0.7388538501809625,0.08448418987758508,0.011826903243663894,0.0001666298164614983,0.02112621662672609,0.00031964875013020655,0.01758957505226135,3.515987093377268e-05
1000,0.2,0.6990036317930007,0.06528157826629986,0.011826903243663894,0.0001666298164614983,0.020429116662126035,8.694165574748559e-05,0.01758957505226135,3.515987093377268e-05
1000,0.5,0.23436846093613334,0.018866050846451765,0.011826903243663894,0.0001666298164614983,0.020237737509887666,4.7357509684650266e-05,0.01758957505226135,3.515987093377268e-05
1000,1,0.05680892907533812,0.007303894601131179,0.011826903243663894,0.0001666298164614983,0.02021595637779683,7.401989311666829e-05,0.01758957505226135,3.515987093377268e-05
1000,5,0.016224864786213596,0.0011903688654968103,0.011826903243663894,0.0001666298164614983,0.02012463951250538,6.402837441432458e-05,0.01758957505226135,3.515987093377268e-05
2000,0.1,0.37866897016683976,0.04987337019199521,0.003303050391592605,1.516763097976196e-05,0.05667891451157629,0.00023807999333269952,0.07028510003583506,0.0001656535621392249
2000,0.2,0.273766828658902,0.030070546076787164,0.003303050391592605,1.516763097976196e-05,0.05561917087761685,0.0001160678498963831,0.07028510003583506,0.0001656535621392249
2000,0.5,0.05888411955378757,0.006338845214035477,0.003303050391592605,1.516763097976196e-05,0.05572296871105209,0.00010823298428823909,0.07028510003583506,0.0001656535621392249
2000,1,0.015670510437353555,0.001457179824528116,0.003303050391592605,1.516763097976196e-05,0.056092372979037464,0.0001678253426902414,0.07028510003583506,0.0001656535621392249
2000,5,0.005586806934246706,0.0004941820486157578,0.003303050391592605,1.516763097976196e-05,0.056157477002125235,0.00011340244947572312,0.07028510003583506,0.0001656535621392249
5000,0.1,0.19203156989206133,0.02058879423848627,0.0029229122231214824,1.6895521744933393e-05,0.24454994602128863,0.0012396431675160216,0.4889790602726862,0.007533625194926769
5000,0.2,0.10447334460726394,0.012534121137514903,0.0029229122231214824,1.6895521744933393e-05,0.25055318129016085,0.0035854140154378353,0.4889790602726862,0.007533625194926769
5000,0.5,0.01451944442734952,0.001280903942083534,0.0029229122231214824,1.6895521744933393e-05,0.24189831262920053,0.001617806453712474,0.4889790602726862,0.007533625194926769
5000,1,0.006568396153322739,0.0005442973254891206,0.0029229122231214824,1.6895521744933393e-05,0.24195877284510062,0.0010213554895990378,0.4889790602726862,0.007533625194926769
5000,5,0.003095638569594443,0.00016479339677527466,0.0029229122231214824,1.6895521744933393e-05,0.24372519592288883,0.001443039220712319,0.4889790602726862,0.007533625194926769
