epsilon,DP_mean,DP_se,DP_time_mean,DP_time_se,MS_mean,MS_se
0.1,6.607044341310015,0.9020397138926808,0.0073940832633525135,7.235077988732383e-05,0.039355165313541926,0.001586019546127435
0.2,2.932333789413384,0.4800269814485935,0.007194704026915133,7.03258174696524e-05,0.039355165313541926,0.001586019546127435
0.5,0.8046722584943528,0.06328355836638491,0.007244614558294416,0.00010283327765056039,0.039355165313541926,0.001586019546127435
1,0.23995400579338894,0.025937501850307857,0.007569606206379831,0.00011713087695793726,0.039355165313541926,0.001586019546127435
5,0.06566320494330792,0.0054384057199383775,0.007738829194568098,0.00028834694724576233,0.039355165313541926,0.001586019546127435
