Algorithm,ARI,NMI,MSE,Runtime(s)
MS Clustering,0.3775789282422435,0.508522058296751,62.569275,0.7376420497894287
DP-GRAMS-C,0.3646555936857524,0.4834662646505781,68.64202034059721,0.25532960891723633
KMeans,0.3455732239946411,0.4908101775852347,49.145386,0.1460421085357666
DP-KMeans,0.07262107004145908,0.17626636877848495,733.6850366754998,0.32818102836608887
