n_samples,epsilon,run_idx,seed,pms_mse,pms_runtime_s,timestamp
300,0.5,0,2300050,0.0,0.012951750075444579,2026-03-08 01:40:41
300,0.5,1,2300051,0.0,0.012461249949410558,2026-03-08 01:40:41
300,0.5,2,2300052,0.0,0.01243100012652576,2026-03-08 01:40:41
300,0.5,3,2300053,0.0,0.012301499955356121,2026-03-08 01:40:41
300,0.5,4,2300054,0.0,0.012493541929870844,2026-03-08 01:40:41
300,0.5,5,2300055,0.0,0.012491708155721426,2026-03-08 01:40:41
300,0.5,6,2300056,0.0,0.012549292063340545,2026-03-08 01:40:41
300,0.5,7,2300057,0.0,0.012511583976447582,2026-03-08 01:40:41
300,0.5,8,2300058,0.0,0.01248412486165762,2026-03-08 01:40:41
300,0.5,9,2300059,0.0,0.012439749902114272,2026-03-08 01:40:41
300,0.5,10,2300060,0.0,0.012340334011241794,2026-03-08 01:40:41
300,0.5,11,2300061,0.0,0.012362374924123287,2026-03-08 01:40:41
300,0.5,12,2300062,0.0,0.012243000091984868,2026-03-08 01:40:41
300,0.5,13,2300063,0.0,0.012277374975383282,2026-03-08 01:40:41
300,0.5,14,2300064,0.0,0.012412791140377522,2026-03-08 01:40:41
300,0.5,15,2300065,0.0,0.012429249938577414,2026-03-08 01:40:41
300,0.5,16,2300066,0.0,0.01260004099458456,2026-03-08 01:40:41
300,0.5,17,2300067,0.0,0.01248475001193583,2026-03-08 01:40:41
300,0.5,18,2300068,0.0,0.012349583907052875,2026-03-08 01:40:41
300,0.5,19,2300069,0.0,0.012373999925330281,2026-03-08 01:40:41
300,1.0,0,2300100,0.0,0.013494665967300534,2026-03-08 01:40:44
300,1.0,1,2300101,0.0,0.012611833168193698,2026-03-08 01:40:44
300,1.0,2,2300102,0.0,0.012557375011965632,2026-03-08 01:40:44
300,1.0,3,2300103,0.0,0.012496040901169181,2026-03-08 01:40:44
300,1.0,4,2300104,0.0,0.012321499874815345,2026-03-08 01:40:44
300,1.0,5,2300105,0.0,0.012514207977801561,2026-03-08 01:40:44
300,1.0,6,2300106,0.0,0.012398709077388048,2026-03-08 01:40:44
300,1.0,7,2300107,0.0,0.013045792002230883,2026-03-08 01:40:44
