n_samples,epsilon,run_idx,seed,dp_mse,dp_runtime_s,timestamp
200,0.1,0,200010,0.5318027028690903,0.02002766588702798,2025-11-11 00:17:30
200,0.1,1,200011,0.1911681665948424,0.01987716695293784,2025-11-11 00:17:30
200,0.1,2,200012,0.1739683897912211,0.028512541903182864,2025-11-11 00:17:30
200,0.1,3,200013,1.0966895112794435,0.032100291922688484,2025-11-11 00:17:30
200,0.1,4,200014,0.25157005074719696,0.021312041906639934,2025-11-11 00:17:30
200,0.1,6,200016,0.48090732053669266,0.01789962500333786,2025-11-11 00:17:30
200,0.1,7,200017,0.17618925216801848,0.020734375109896064,2025-11-11 00:17:30
200,0.1,5,200015,0.2541390365389322,0.03591329185292125,2025-11-11 00:17:30
200,0.1,10,200020,0.4347537303738289,0.01628999994136393,2025-11-11 00:17:30
200,0.1,8,200018,0.3233663990932086,0.024552542017772794,2025-11-11 00:17:30
200,0.1,9,200019,0.1406604623422838,0.024322708137333393,2025-11-11 00:17:30
200,0.1,11,200021,0.6199287595658112,0.020159374922513962,2025-11-11 00:17:30
200,0.1,13,200023,0.6912722078153039,0.021601291839033365,2025-11-11 00:17:30
200,0.1,12,200022,0.22063487666279186,0.02284141699783504,2025-11-11 00:17:30
200,0.1,14,200024,0.18915637299178883,0.0218665839638561,2025-11-11 00:17:30
200,0.1,16,200026,0.3331192821783414,0.02473683306016028,2025-11-11 00:17:30
200,0.1,19,200029,0.1501360504583634,0.01594333304092288,2025-11-11 00:17:30
200,0.1,17,200027,0.06693981141740488,0.05465970910154283,2025-11-11 00:17:30
200,0.1,15,200025,0.35448113253130586,0.07411470799706876,2025-11-11 00:17:30
200,0.1,18,200028,0.20655089236974125,0.06605604197829962,2025-11-11 00:17:30
200,0.2,0,200020,0.13601492681666275,0.01992516592144966,2025-11-11 00:17:32
200,0.2,1,200021,0.11268190921496406,0.01936445781029761,2025-11-11 00:17:32
200,0.2,2,200022,0.06928976326304452,0.0208080830052495,2025-11-11 00:17:32
200,0.2,4,200024,0.0453115669558729,0.014999249950051308,2025-11-11 00:17:32
