epsilon,DP_mean,DP_se,DP_time_mean,DP_time_se,MS_mean,MS_se
0.1,1.367001765997267,0.19098139283485782,0.03991568536730483,0.00035478764035861186,0.003303050391592605,1.516763097976196e-05
0.2,0.5313643661765695,0.05110300873402801,0.039451493707019836,0.0003187617127110615,0.003303050391592605,1.516763097976196e-05
0.5,0.10340661418026231,0.01023401328016968,0.0391473748954013,0.0003682065049491969,0.003303050391592605,1.516763097976196e-05
1,0.028156969951964893,0.002290664595340949,0.04005801471648738,0.00035214747680939554,0.003303050391592605,1.516763097976196e-05
5,0.006480159918516269,0.0004992296180282781,0.039858193742111324,0.0003847697228788154,0.003303050391592605,1.516763097976196e-05
