Algorithm,ARI,NMI,MSE,Runtime(s)
MS Clustering,0.3775789282422435,0.508522058296751,62.569275,0.6952657699584961
DP-GRAMS-C,0.3354372238909015,0.472203105308561,75.54567949494535,0.33088207244873047
KMeans,0.3455732239946411,0.4908101775852347,49.145382,0.13585519790649414
DP-KMeans,0.07262107004145908,0.17626636877848495,733.6850366754998,0.32624387741088867
