Algorithm,ARI,NMI,MSE,Runtime(s)
MS Clustering,0.7837116064055419,0.760860381110676,0.26483492097722244,0.0011379718780517578
DP-GRAMS-C,0.6096252514698314,0.7050989012575004,1.9608967721572759,0.0040361881256103516
KMeans,0.7302382722834697,0.7581756800057784,0.06625468519261159,0.033657073974609375
DP-KMeans,0.4379852727861605,0.5468323002365371,5.13787508069591,0.009720802307128906
